Paper,Ref,Serum/Plasma,#Subjects,Healthy/Unhealthy,Fasted/Fed,Analysis Technique,Units,CA,CDCA,DCA,UDCA,LCA,G-CA,G-CDCA,G-DCA,G-UDCA,G-LCA,T-CA,T-CDCA,T-DCA,T-UDCA,T-LCA,totalCA,totalCDCA,totalDCA,totalUDCA,totalLCA,Conjugated:Unconjugated,2nd:1st,Disease,Biliary/Hepato,Liver/Non-liver,NAFLD/NASH/Cirrhosis,Metabolic/HCC/Cholestatsis,Males,Females,Average Age,Extraction,Starting Volume,Protein Precipitation,Evaporation Technique,Reconstitution Solvent,Extraction Method,Derivitisation,Exact Analysis Technique,Publication Year,Value Type,Total Bilirubin (mg/dL),NOTES
Ratio of Conjugated Chenodeoxycholic to Muricholic Acids is Associated with Severity of Nonalcoholic Steatohepatitis,https://doi.org/10.1002/oby.22627,Serum,24,Unhealthy,Fasted,LC-MS,nM,14.37,55.61,11.47,29.08,0.06,25.44,112.32,2.12,31.76,0.04,2.78,11.34,1.12,29.08,0.49,42.59,179.27,14.71,89.92,0.59,1.957591102,0.474263049,NAFL,,Liver,NAFL,Metabolic,16,8,46.71,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-TQMS,2019,Arithmetic Mean,0.7,UPLC-TQMS: Mean;  Non-NASH (Validation Cohort)
Ratio of Conjugated Chenodeoxycholic to Muricholic Acids is Associated with Severity of Nonalcoholic Steatohepatitis,https://doi.org/10.1002/oby.22627,Serum,24,Unhealthy,Fasted,LC-MS,nM,58.94,185.29,49.51,54.95,0.46,93.69,418.22,25.79,67.52,0.43,8.14,42.22,3.08,2.17,0,160.77,645.73,78.38,124.64,0.89,1.893913791,0.25283323,NAFL,,Liver,NAFL,Metabolic,16,8,46.71,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-TQMS,2019,Arithmetic Mean,1.08,UPLC-TQMS: Mean;  Non-NASH (Training Cohort)
Ratio of Conjugated Chenodeoxycholic to Muricholic Acids is Associated with Severity of Nonalcoholic Steatohepatitis,https://doi.org/10.1002/oby.22627,Serum,15,Normal,Fasted,LC-MS,nM,18.32,90.14,84.97,19.04,0.77,21.97,159.77,30.69,19.77,1.74,2.42,9.7,3.77,0.96,0,42.71,259.61,119.43,39.77,2.51,1.176092666,0.534896798,,,Healthy,Normal,Normal,9,6,40.4,50ul serum. 150ul MeOH with IS. Vortex. Stand for 10min. Centrifuge. 160ul SN vacuum-dried. Reconstituted in equal volumes acetonitrile H2O. ,50,Methanol,Vacuum,Acetonitrile:H2O,,,UPLC-TQMS,2019,Arithmetic Mean,0.92,UPLC-TQMS: Mean; Healthy Control (Training Cohort)
Sensitivity and Specificity of Biochemical Tests for Diagnosis of Intrahepatic Cholestasis of Pregnancy,https://doi.org/10.5604/01.3001.0010.0294,Serum,29,Normal,Fasted,GLC,uM,,,,,,,,,,,,,,,,2,2,2,0,0,,,,,Healthy,Normal,Normal,0,29,28.1,"2ml serum diluted with 8ml 0.1M NaOH. BAs extracted by absorption on 100mg Bond Elut octadecylsilane bonded silica cartridge. Wash cartridge with 5ml 0.1M NaOH and 5ml H2O. BAs eluted with 6ml 75% MeOH. Interfering substances were then removed by extraction with 6ml n-hexane after acidification of eluate to pH 3-4. Dried with N2 at 60deg.  After neutralization and evapo-
ration of the solvent; the glycine and taurine conjugates
were hydrolyzed enzymatically for 2 hr at 37°C using
cholylglycine hydrolase (18). After acidification to pH
3-4; the aqueous solution was passed through a 4 X 1
cm Lipidex 1000 column prepared according to Setchell
and Matsui (15). Thereafter; the column was washed
with 15 ml of 0.01 N HCI and 20 ml of water and the
deconjugated bile acids were eluted with 10 ml of 75%
methanol. The solvent was evaporated under nitrogen
at 60°C. The methylation of the bile acids was carried
out according to Ali and Javitt (19) using 2;2dimethoxy-
propane and the trimethylsilyl ethers were formed with
pyridine-hexamethyldisilane-trimethylchlorosilane 3:2: 1
(v/v) at 60°C under nitrogen for 15 min (15). The
sample was taken to dryness and dissolved in 25-50 pl
of isooctane for healthy subjects and in up to 500 ~1 for
patients with liver disease. ",2000,,,,,,GLC,2017,Median,0.7,GLC: Median; Healthy pregnant women
Sensitivity and Specificity of Biochemical Tests for Diagnosis of Intrahepatic Cholestasis of Pregnancy,https://doi.org/10.5604/01.3001.0010.0294,Serum,61,Unhealthy,Fasted,GLC,uM,,,,,,,,,,,,,,,,14,13,3,1,1,,,Intrahepatic Cholestasis,,Liver,Cholestasis,Cholestasis,0,61,28.59,"2ml serum diluted with 8ml 0.1M NaOH. BAs extracted by absorption on 100mg Bond Elut octadecylsilane bonded silica cartridge. Wash cartridge with 5ml 0.1M NaOH and 5ml H2O. BAs eluted with 6ml 75% MeOH. Interfering substances were then removed by extraction with 6ml n-hexane after acidification of eluate to pH 3-4. Dried with N2 at 60deg.  After neutralization and evapo-
ration of the solvent; the glycine and taurine conjugates
were hydrolyzed enzymatically for 2 hr at 37°C using
cholylglycine hydrolase (18). After acidification to pH
3-4; the aqueous solution was passed through a 4 X 1
cm Lipidex 1000 column prepared according to Setchell
and Matsui (15). Thereafter; the column was washed
with 15 ml of 0.01 N HCI and 20 ml of water and the
deconjugated bile acids were eluted with 10 ml of 75%
methanol. The solvent was evaporated under nitrogen
at 60°C. The methylation of the bile acids was carried
out according to Ali and Javitt (19) using 2;2dimethoxy-
propane and the trimethylsilyl ethers were formed with
pyridine-hexamethyldisilane-trimethylchlorosilane 3:2: 1
(v/v) at 60°C under nitrogen for 15 min (15). The
sample was taken to dryness and dissolved in 25-50 pl
of isooctane for healthy subjects and in up to 500 ~1 for
patients with liver disease. ",2000,,,,,,GLC,2017,Median,0.7,GLC: Median; Intrahepatic cholestasis of pregnancy
Sequential changes in serum levels of individual bile acids in patients with chronic cholestatic liver disease,https://doi.org/10.1111/j.1440-1746.1996.tb00064.x,Serum,5,Normal,Fasted,HPLC,uM,0.97,1.02,,,,,,,,,,,,,,,3.3,,,,,,,,Healthy,Normal,Normal,5,0,,,,,,,,,HPLC,1990,Arithmetic Mean,,HPLC: Mean; Healthy Controls
Sequential changes in serum levels of individual bile acids in patients with chronic cholestatic liver disease,https://doi.org/10.1111/j.1440-1746.1996.tb00064.x,Serum,12,Unhealthy,Fasted,HPLC,uM,0.52,0.37,,,,,,,,,,,,,,,13,,,,,,Primary Biliary Cirrhosis,,Liver,,,1,11,56.4,,,,,,,,HPLC,1990,Arithmetic Mean,1.17,HPLC: Mean; Primary Biliary Cirrhosis 1st Visit
Sequential changes in serum levels of individual bile acids in patients with chronic cholestatic liver disease,https://doi.org/10.1111/j.1440-1746.1996.tb00064.x,Serum,12,Unhealthy,Fasted,HPLC,uM,0.08,0.29,,,,,,,,,,,,,,,35,,,,,,Primary Biliary Cirrhosis,,Liver,,,1,11,56.4,,,,,,,,HPLC,1990,Arithmetic Mean,2.57,HPLC: Mean; Primary Biliary Cirrhosis 2nd Visit
Sequential changes in serum levels of individual bile acids in patients with chronic cholestatic liver disease,https://doi.org/10.1111/j.1440-1746.1996.tb00064.x,Serum,6,Unhealthy,Fasted,HPLC,uM,0.34,0.18,,,,,,,,,,,,,,,18,,,,,,Primary Sclerosing cholangitis,,Liver,Cholestasis,Cholestasis,1,5,42.7,,,,,,,,HPLC,1990,Arithmetic Mean,0.64,HPLC: Mean; Primary sclerosing cholangitis 1st visit
Sequential changes in serum levels of individual bile acids in patients with chronic cholestatic liver disease,https://doi.org/10.1111/j.1440-1746.1996.tb00064.x,Serum,6,Unhealthy,Fasted,HPLC,uM,0.05,0.36,,,,,,,,,,,,,,,13,,,,,,Primary Sclerosing cholangitis,,Liver,Cholestasis,Cholestasis,1,5,42.7,,,,,,,,HPLC,1990,Arithmetic Mean,1.75,HPLC: Mean; Primary sclerosing cholangitis 1st visit
Serum Bile Acid Levels in Children With Nonalcoholic Fatty Liver Disease,https://doi.org/10.1097/MPG.0000000000000774,Serum,105,Normal,Fasted,LC-MS,uM,0.14,0.28,0.26,0.07,ND,0.55,1.25,0.31,0.24,ND,0.06,0.2,0.05,0.03,ND,0.75,1.73,0.62,0.34,,3.586666667,0.387096774,,,Healthy,Normal,Normal,48,57,16,Reversed phased C18 column using MeOH/H2O gradient,,,,,,,HPLC-MS/MS,2015,Arithmetic Mean,0.6,HPLC-MS/MS: Mean; Controls; Children
Serum Bile Acid Levels in Children With Nonalcoholic Fatty Liver Disease,https://doi.org/10.1097/MPG.0000000000000774,Serum,65,Unhealthy,Fasted,LC-MS,uM,0.16,0.33,0.23,0.13,ND,0.33,0.83,0.13,0.17,ND,0.05,0.13,0.02,0,ND,0.54,1.29,0.38,0.3,,1.952941176,0.371584699,NAFLD,,Liver,NAFLD,Metabolic,,,12,Reversed phased C18 column using MeOH/H2O gradient,,,,,,,HPLC-MS/MS,2015,Arithmetic Mean,0.5,HPLC-MS/MS: Mean; NAFLD-F>1; Children
Serum Bile Acid Levels in Children With Nonalcoholic Fatty Liver Disease,https://doi.org/10.1097/MPG.0000000000000774,Serum,27,Unhealthy,Fasted,LC-MS,uM,0.11,0.28,0.28,0.22,ND,0.15,0.38,0.07,0.16,ND,0.05,0.04,0.01,0,ND,0.31,0.7,0.36,0.38,,0.966292135,0.732673267,NAFLD,,Liver,NAFLD,Metabolic,,,10,Reversed phased C18 column using MeOH/H2O gradient,,,,,,,HPLC-MS/MS,2015,Arithmetic Mean,0.7,HPLC-MS/MS: Mean; NAFLD-F0; Children
Serum Bile Acid Profiles Improve Clinical Prediction of Nonalcoholic Fatty Liver in T2DM patients,https://doi.org/10.1021/acs.jproteome.1c00104,Serum,20,Normal,Fasted,LC-MS,nM,25.65,50.55,185.6,42.1,2.15,28.2,181.35,118.55,34.6,3.75,4.25,20.75,14.4,0.9,0.6,58.1,252.65,318.55,77.6,6.5,1.330991668,1.295736122,T2D No NAFL,,Healthy,Normal,Normal,18,2,70.5,50ul serum. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-TQMS,2021,Arithmetic Mean,,UPLC-TQMS: T2D without NAFL (Validation)
Serum Bile Acid Profiles Improve Clinical Prediction of Nonalcoholic Fatty Liver in T2DM patients,https://doi.org/10.1021/acs.jproteome.1c00104,Serum,30,Unhealthy,Fasted,LC-MS,nM,79.15,363.85,314.75,153.95,7.8,70.6,447.55,145.4,92.3,2.9,20.6,117.6,24.4,4.55,3.4,170.35,929,484.55,250.8,14.1,1.010657966,0.681721017,T2D NAFL,,Liver,NAFL,Metabolic,25,5,71.5,50ul serum. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-TQMS,2021,Arithmetic Mean,,UPLC-TQMS:Mean; T2DM with NAFL (Exploration)
Serum Bile Acid Profiles Improve Clinical Prediction of Nonalcoholic Fatty Liver in T2DM patients,https://doi.org/10.1021/acs.jproteome.1c00104,Serum,17,Unhealthy,Fasted,LC-MS,nM,73.4,304.9,104,271.6,4.1,52.7,332.3,22.3,95.3,0,18.7,75,5,3.4,3.1,144.8,712.2,131.3,370.3,7.2,0.801846966,0.59369895,T2D NAFL,,Liver,NAFL,Metabolic,12,5,75,50ul serum. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-TQMS,2021,Arithmetic Mean,,UPLC-TQMS: Mean; T2DM with NAFL (Validation)
Serum Bile Acid Profiles Improve Clinical Prediction of Nonalcoholic Fatty Liver in T2DM patients,https://doi.org/10.1021/acs.jproteome.1c00104,Serum,36,Normal,Fasted,LC-MS,nM,128.85,374.65,193.55,100.4,0.25,47.6,351.65,74.15,51.4,2.2,7.8,56.85,6.7,1.8,0.6,184.25,783.15,274.4,153.6,3.05,0.75310267,0.44557577,T2D No NAFL,,Healthy,Normal,Normal,24,12,67,50ul serum. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,UPLC-TQMS,2021,Arithmetic Mean,,UPLC-TQMS: Mean; T2DM without NAFL (Exploration)
Serum bile acids and cholestasis in alcoholic hepatitis. Relationship with usual liver tests and histological features,https://doi.org/10.1016/S0168-8278(05)80401-5,Serum,36,Unhealthy,Fasted,HPLC,uM,,,,,,,,,,,,,,,,8.9,27.5,1.15,,0,,,Alcoholic Hepatitis,,Liver,,,17,19,51,,,,,,,,HPLC,1994,Median,2.57,HPLC: Median; Biopsy provven alcohol hepatitis
Serum concentrations of ursodeoxycholic acid in portal venous and systemic venous blood of fasting humans as determined by isotope dilution-mass spectrometry.,https://doi.org/10.1016/S0016-5085(85)80144-X,Serum,9,Normal,Fasted,GC-MS,uM,,,,,,,,,,,,,,,,0.24,0.79,0.81,0.19,,,,,,Healthy,Normal,Normal,,,,0.5ml serum; acetone; hydrolysis with potassium hydroxide. Dilute with saline and extracted twice with ether.  Acidification with HCl. Evaporated and methylated with diazomethane.,500,,,,,,GC-MS,1985,Arithmetic Mean,,GC-MS: Mean; Healthy subjects
Serum concentrations of ursodeoxycholic acid in portal venous and systemic venous blood of fasting humans as determined by isotope dilution-mass spectrometry.,https://doi.org/10.1016/S0016-5085(85)80144-X,Serum,7,Unhealthy,Fasted,GC-MS,uM,,,,,,,,,,,,,,,,0.67,1.27,0.86,0.24,,,,Cholelithiasis,,Non-Liver,,,1,6,51,0.5ml serum; acetone; hydrolysis with potassium hydroxide. Dilute with saline and extracted twice with ether.  Acidification with HCl. Evaporated and methylated with diazomethane.,500,,,,,,GC-MS,1985,Arithmetic Mean,,GC-MS: Mean; Gallstone patients
Suppressed hepatic bile acid signalling despite elevated production of primary and secondary bile acids in NAFLD,https://doi.org/10.1136/gutjnl-2017-314307,Serum,11,Normal,Fed,LC-MS,uM,,,,,,,,,,,,,,,,0.191,0.473,0.155,0.0364,,,,,,Healthy,Normal,Normal,6,5,12.8,,,,,,,,LC-MS/MS,2017,Arithmetic Mean,,LC-MS/MS: Mean; Healthy Control; Children
Suppressed hepatic bile acid signalling despite elevated production of primary and secondary bile acids in NAFLD,https://doi.org/10.1136/gutjnl-2017-314307,Serum,16,Unhealthy,Fed,LC-MS,uM,,,,,,,,,,,,,,,,0.587,1.58,0.432,0.175,,,0.280110752,NASH,,Liver,NASH,Metabolic,9,7,13.7,,,,,,,,LC-MS/MS,2017,Arithmetic Mean,,LC-MS/MS: Mean; NASH (Kleiner's Criteria); Children
Targeted profiling of circulating and hepatic bile acids in human; mouse; and rat using a  UPLC-MRM-MS-validated method,https://doi.org/10.1194/jlr.D028803,Serum,8,Normal,Unknown,LC-MS,nM,440,380,320,43,,85,450,104,76,17,14,69,21,2.7,0.33,539,899,445,121.7,,0.709239222,0.406140473,,,Healthy,Normal,Normal,,,,50ul serum. 325ul 1/100 dilution IS solution. 225ul cold MeOH added for protein precipitation. Vortex. Kept at -20deg for 20mins; Centrifuge. SN dried in Savant speedvac concentrator. Reconsititute in 50ul MeOH:H20 50:50 v/v. Centrifuge,50,Methanol,Vacuum,Methanol:H2O,,,LC-MS/MS,2012,Arithmetic Mean,,LC-MS/MS: Mean; Healthy
The presence and severity of nonalcoholic steatohepatitis is associated with specific changes in circulating bile acids,https://doi.org/10.1002/hep.29359,Plasma,37,Unhealthy,Fasted,LC-MS,uM,0.0488,0.0331,0.0776,,,0.0848,0.0653,0.051,,,0.0894,0.078,0.599,,,0.223,0.1764,0.7276,,,6.065830721,1.821732599,NASH,,Liver,NASH,Metabolic,8,29,58,100ul plasma. Protein precipitation with MeOH spiked with IS using automated MicroLab Star. Aliquoted and dried under N2. Reconstituted in acidic (H20:MeOH containing 0.1% formic acid) and basic (H2O:MeOH containing 6.5mM ammonium bicarbonate),100,Methanol,N2,Methanol:H2O,,,UPLC-MS,2017,Median,,UPLC-MS: Median; NASH (NASH Clinical Research Network Criteria)
The presence and severity of nonalcoholic steatohepatitis is associated with specific changes in circulating bile acids,https://doi.org/10.1002/hep.29359,Plasma,25,Unhealthy,Fasted,LC-MS,uM,0.0543,0.0396,0.0391,,,0.0597,0.0507,0.0529,,,0.0538,0.0386,0.0364,,,0.1678,0.1289,0.1284,,,2.196240602,0.432760364,NAFL,,Liver,NAFL,Metabolic,10,15,54.6,100ul plasma. Protein precipitation with MeOH spiked with IS using automated MicroLab Star. Aliquoted and dried under N2. Reconstituted in acidic (H20:MeOH containing 0.1% formic acid) and basic (H2O:MeOH containing 6.5mM ammonium bicarbonate),100,Methanol,N2,Methanol:H2O,,,UPLC-MS,2017,Median,,UPLC-MS: Median; NAFL (NASH Clinical Research Network Criteria)
The presence and severity of nonalcoholic steatohepatitis is associated with specific changes in circulating bile acids,https://doi.org/10.1002/hep.29359,Plasma,24,Normal,Fasted,LC-MS,uM,0.0503,0.0501,0.0255,,,0.0338,0.0378,0.0422,,,0.0161,0.0261,0.0359,,,0.1002,0.114,0.1036,,,1.524225576,0.483660131,,,Healthy,Normal,Normal,11,13,39.2,100ul plasma. Protein precipitation with MeOH spiked with IS using automated MicroLab Star. Aliquoted and dried under N2. Reconstituted in acidic (H20:MeOH containing 0.1% formic acid) and basic (H2O:MeOH containing 6.5mM ammonium bicarbonate),100,Methanol,N2,Methanol:H2O,,,UPLC-MS,2017,Median,,UPLC-MS: Median; Healthy controls
The profile of bile acids and their sulfate metabolites in human urine and serum. ,https://doi.org/10.1016/j.jchromb.2013.10.019,Serum,90,Normal,Fasted,LC-MS,nM,193.7,191.9,395,77.3,7.5,322.7,580.3,283.1,106.1,,126.9,223.6,79.3,6.18,,643.3,995.8,757.4,189.58,7.5,1.996972498,0.582319566,,,Healthy,Normal,Normal,27,63,,100ul serum spiked with 10ul IS; 1ml ice-cold  alkaline CAN (5% NH4OH) added. Vortex & Centrifuge. Evaporate SN under vacuum and reconstitute in 100ul 50% MeOH. ,100,Acetonitrile,Vacuum,Methanol:H2O,,,UPLC-MS/MS,2013,Arithmetic Mean,,UPLC-MS/MS: Mean; Healthy
Transhepatic bile acid kinetics in pigs and humans,https://doi.org/10.1016/j.clnu.2017.06.015,Plasma,11,Normal,Fasted,LC-MS,uM,0.06,0.14,0.31,,0.02,0.06,0.29,0.09,0.1,0.03,0.02,0.03,,,0.02,0.14,0.46,,,0.07,1.20754717,0.95,Elective Gastric Bypass Surgery,,Healthy,Normal,Normal,1,11,46,25ul plasma. 250ul internal standard. Centrifuge. SN evaporated under N2 at 40deg. Reconstitute in 100ul 50% MeOH H2O,25,Trichloroacetic Acid,N2,Methanol:H2O,,,LC-MS/MS,2017,Arithmetic Mean,,LC-MS/MS: Mean; Healthy non-diabetic patients
Unconjugated secondary bile acids in the serum of patients with colorectal adenomas.,https://doi.org/10.1136/gut.36.2.268,Serum,10,Normal,Fasted,GLC,uM,0.39,0.41,0.32,0.16,0.17,,,,,,,,,,,0.76,1.34,0.95,0.4,0.42,,0.8125,,,Healthy,Normal,Normal,10,0,,2ml serum extracted on Bond Elut C18 cartridges. BAs eluted with 6ml 75% methanol. Eluate cleaned with n-hexane after pH3.5 acidification. Solvents removed under nitrogen and reconstituted in HCl:Acetone (1:10) for 3h. BAs deconjugated at pH5.9 for 16h. Passed through Lipidex-1000 and eluted with 75% MeOH. BAs methylated and trimethylsilylated. Solvents removed under nitrogen and dissolved in isooctane. ,2000,,,,,,Capillary Gas Chromatography,1995,Arithmetic Mean,,Capillary Gas Chromatography: Mean; Healhty controls
Unconjugated secondary bile acids in the serum of patients with colorectal adenomas.,https://doi.org/10.1136/gut.36.2.268,Serum,10,Unhealthy,Fasted,GLC,uM,0.47,0.51,0.47,0.16,0.21,,,,,,,,,,,0.95,1.86,1.89,0.4,0.49,,0.857142857,Colorectal Adenoma,,Non-Liver,,,10,0,,2ml serum extracted on Bond Elut C18 cartridges. BAs eluted with 6ml 75% methanol. Eluate cleaned with n-hexane after pH3.5 acidification. Solvents removed under nitrogen and reconstituted in HCl:Acetone (1:10) for 3h. BAs deconjugated at pH5.9 for 16h. Passed through Lipidex-1000 and eluted with 75% MeOH. BAs methylated and trimethylsilylated. Solvents removed under nitrogen and dissolved in isooctane. ,2000,,,,,,Capillary Gas Chromatography,1995,Arithmetic Mean,,Capillary Gas Chromatography: Mean; Colorectal adenoma
